sample	total_minimizer_hits	genus	genus_taxid	genus_hits	genus_fraction	species	species_taxid	species_hits	species_fraction
HpGP-MAL-005	475275	Helicobacter	209	469438	0.987719	Helicobacter pylori	210	414072	0.871226
HpGP-MAL-006	500235	Helicobacter	209	495015	0.989565	Helicobacter pylori	210	432347	0.864288
HpGP-MAL-007	483649	Helicobacter	209	477870	0.988051	Helicobacter pylori	210	414892	0.857837
HpGP-MAL-008	469839	Helicobacter	209	464546	0.988734	Helicobacter pylori	210	409545	0.871671
HpGP-MAL-010	485963	Helicobacter	209	480541	0.988843	Helicobacter pylori	210	421890	0.868153
HpGP-MAL-012	478159	Helicobacter	209	472972	0.989152	Helicobacter pylori	210	417070	0.872241
HpGP-MAL-015	487520	Helicobacter	209	482335	0.989365	Helicobacter pylori	210	419250	0.859965
HpGP-MAL-016	472337	Helicobacter	209	466292	0.987202	Helicobacter pylori	210	407929	0.863640
HpGP-MAL-017	453873	Helicobacter	209	448851	0.988935	Helicobacter pylori	210	394673	0.869567
HpGP-MAL-018	489284	Helicobacter	209	484213	0.989636	Helicobacter pylori	210	422102	0.862693
HpGP-MAL-019	459226	Helicobacter	209	454032	0.988690	Helicobacter pylori	210	400082	0.871209
HpGP-MAL-020	475430	Helicobacter	209	470374	0.989365	Helicobacter pylori	210	415237	0.873393
HpGP-MAL-021	498717	Helicobacter	209	493647	0.989834	Helicobacter pylori	210	430781	0.863778
HpGP-MAL-022	472773	Helicobacter	209	467795	0.989471	Helicobacter pylori	210	411969	0.871389
HpGP-MAL-023	475736	Helicobacter	209	470660	0.989330	Helicobacter pylori	210	414999	0.872330
HpGP-MAL-025	466994	Helicobacter	209	461695	0.988653	Helicobacter pylori	210	402463	0.861816
HpGP-MEX-001	510077	Helicobacter	209	504776	0.989607	Helicobacter pylori	210	443169	0.868828
HpGP-MEX-002	499768	Helicobacter	209	494788	0.990035	Helicobacter pylori	210	436017	0.872439
HpGP-MEX-003	497361	Helicobacter	209	492367	0.989959	Helicobacter pylori	210	431916	0.868415
HpGP-MEX-004	486312	Helicobacter	209	481353	0.989803	Helicobacter pylori	210	422039	0.867836
HpGP-MEX-006	492737	Helicobacter	209	487222	0.988807	Helicobacter pylori	210	428534	0.869701
HpGP-MEX-007	463888	Helicobacter	209	458927	0.989306	Helicobacter pylori	210	403699	0.870251
HpGP-MEX-008	485396	Helicobacter	209	480071	0.989030	Helicobacter pylori	210	423574	0.872636
HpGP-MEX-009	463981	Helicobacter	209	458547	0.988288	Helicobacter pylori	210	403224	0.869053
HpGP-MEX-010	495282	Helicobacter	209	490095	0.989527	Helicobacter pylori	210	430174	0.868544
HpGP-MEX-012	491875	Helicobacter	209	487037	0.990164	Helicobacter pylori	210	427191	0.868495
HpGP-MEX-023	472604	Helicobacter	209	467621	0.989456	Helicobacter pylori	210	407652	0.862566
HpGP-MEX-024	488144	Helicobacter	209	482617	0.988678	Helicobacter pylori	210	424045	0.868688
HpGP-MEX-027	492897	Helicobacter	209	487963	0.989990	Helicobacter pylori	210	426324	0.864935
HpGP-MEX-028	458130	Helicobacter	209	453275	0.989403	Helicobacter pylori	210	397527	0.867717
HpGP-MEX-032	484619	Helicobacter	209	479263	0.988948	Helicobacter pylori	210	420426	0.867539
HpGP-MEX-035	487491	Helicobacter	209	482498	0.989758	Helicobacter pylori	210	424406	0.870592
HpGP-MEX-040	489527	Helicobacter	209	484492	0.989715	Helicobacter pylori	210	427031	0.872334
HpGP-MEX-041	502579	Helicobacter	209	497570	0.990033	Helicobacter pylori	210	441595	0.878658
HpGP-MEX-043	493687	Helicobacter	209	488536	0.989566	Helicobacter pylori	210	428289	0.867531
HpGP-MEX-044	501599	Helicobacter	209	496430	0.989695	Helicobacter pylori	210	432718	0.862677
HpGP-MEX-045	493867	Helicobacter	209	488754	0.989647	Helicobacter pylori	210	428236	0.867108
HpGP-MEX-046	505351	Helicobacter	209	500215	0.989837	Helicobacter pylori	210	438483	0.867680
HpGP-MMR-001	470056	Helicobacter	209	464874	0.988976	Helicobacter pylori	210	410727	0.873783
HpGP-MMR-002	465722	Helicobacter	209	460661	0.989133	Helicobacter pylori	210	406270	0.872344
HpGP-MMR-003	470356	Helicobacter	209	465138	0.988906	Helicobacter pylori	210	406340	0.863899
HpGP-MMR-004	462453	Helicobacter	209	457495	0.989279	Helicobacter pylori	210	403769	0.873103
HpGP-MMR-005	464191	Helicobacter	209	459069	0.988966	Helicobacter pylori	210	404995	0.872475
HpGP-MMR-006	456827	Helicobacter	209	451671	0.988713	Helicobacter pylori	210	397448	0.870019
HpGP-MMR-007	457564	Helicobacter	209	452342	0.988587	Helicobacter pylori	210	398317	0.870516
HpGP-MMR-008	454604	Helicobacter	209	449619	0.989034	Helicobacter pylori	210	395098	0.869104
HpGP-MMR-009	467076	Helicobacter	209	461998	0.989128	Helicobacter pylori	210	406847	0.871051
HpGP-MMR-010	464698	Helicobacter	209	459326	0.988440	Helicobacter pylori	210	404752	0.871000
HpGP-MMR-011	455858	Helicobacter	209	450478	0.988198	Helicobacter pylori	210	396111	0.868935
HpGP-MMR-012	465907	Helicobacter	209	460715	0.988856	Helicobacter pylori	210	406375	0.872223
HpGP-NGA-006	477613	Helicobacter	209	472748	0.989814	Helicobacter pylori	210	415986	0.870969
HpGP-NGA-010	469751	Helicobacter	209	464367	0.988539	Helicobacter pylori	210	407159	0.866755
HpGP-NGA-017	492830	Helicobacter	209	487212	0.988601	Helicobacter pylori	210	426647	0.865708
HpGP-NGA-019	486295	Helicobacter	209	481066	0.989247	Helicobacter pylori	210	425543	0.875072
HpGP-NPL-001	479042	Helicobacter	209	473600	0.988640	Helicobacter pylori	210	412024	0.860100
HpGP-NPL-002	472970	Helicobacter	209	467239	0.987883	Helicobacter pylori	210	410367	0.867639
HpGP-NPL-003	488778	Helicobacter	209	483523	0.989249	Helicobacter pylori	210	422684	0.864777
HpGP-NPL-004	493625	Helicobacter	209	488408	0.989431	Helicobacter pylori	210	425547	0.862086
HpGP-NPL-005	474043	Helicobacter	209	468941	0.989237	Helicobacter pylori	210	413835	0.872990
HpGP-NPL-006	473986	Helicobacter	209	468875	0.989217	Helicobacter pylori	210	413785	0.872990
HpGP-NPL-007	484200	Helicobacter	209	479068	0.989401	Helicobacter pylori	210	419986	0.867381
HpGP-NPL-008	463894	Helicobacter	209	458639	0.988672	Helicobacter pylori	210	404133	0.871175
HpGP-NPL-009	496562	Helicobacter	209	490254	0.987297	Helicobacter pylori	210	428899	0.863737
HpGP-NPL-010	488092	Helicobacter	209	482092	0.987707	Helicobacter pylori	210	421477	0.863520
HpGP-NPL-011	480076	Helicobacter	209	474737	0.988879	Helicobacter pylori	210	419899	0.874651
HpGP-NPL-012	490176	Helicobacter	209	484896	0.989228	Helicobacter pylori	210	429025	0.875247
HpGP-NPL-013	476027	Helicobacter	209	470904	0.989238	Helicobacter pylori	210	410216	0.861749
HpGP-PER-011	495009	Helicobacter	209	489038	0.987938	Helicobacter pylori	210	430816	0.870320
HpGP-PER-013	498765	Helicobacter	209	493475	0.989394	Helicobacter pylori	210	432369	0.866879
HpGP-PER-014	507905	Helicobacter	209	502840	0.990028	Helicobacter pylori	210	443287	0.872775
HpGP-PER-016	497102	Helicobacter	209	492006	0.989749	Helicobacter pylori	210	434538	0.874143
HpGP-PER-017	523812	Helicobacter	209	518393	0.989655	Helicobacter pylori	210	454656	0.867976
HpGP-PER-018	490382	Helicobacter	209	484764	0.988544	Helicobacter pylori	210	427841	0.872465
HpGP-PER-019	490780	Helicobacter	209	485669	0.989586	Helicobacter pylori	210	427181	0.870412
HpGP-PER-020	500411	Helicobacter	209	495394	0.989974	Helicobacter pylori	210	436546	0.872375
HpGP-PER-021	492900	Helicobacter	209	486936	0.987900	Helicobacter pylori	210	428561	0.869468
HpGP-PER-101	499208	Helicobacter	209	493824	0.989215	Helicobacter pylori	210	435101	0.871583
HpGP-PER-102	501376	Helicobacter	209	496001	0.989280	Helicobacter pylori	210	436289	0.870183
HpGP-PER-103	496750	Helicobacter	209	491519	0.989470	Helicobacter pylori	210	428678	0.862965
HpGP-PER-104	500112	Helicobacter	209	494884	0.989546	Helicobacter pylori	210	435808	0.871421
HpGP-PER-105	493864	Helicobacter	209	488909	0.989967	Helicobacter pylori	210	432563	0.875875
HpGP-PER-106	480713	Helicobacter	209	475616	0.989397	Helicobacter pylori	210	420687	0.875131
HpGP-PER-107	505480	Helicobacter	209	497623	0.984456	Helicobacter pylori	210	440498	0.871445
HpGP-PER-108	497082	Helicobacter	209	492077	0.989931	Helicobacter pylori	210	434680	0.874463
HpGP-PER-109	487343	Helicobacter	209	482410	0.989878	Helicobacter pylori	210	425349	0.872792
HpGP-PER-110	486129	Helicobacter	209	480907	0.989258	Helicobacter pylori	210	421703	0.867471
HpGP-PER-111	483436	Helicobacter	209	478654	0.990108	Helicobacter pylori	210	420475	0.869764
HpGP-PER-112	502498	Helicobacter	209	497353	0.989761	Helicobacter pylori	210	441288	0.878189
HpGP-PER-113	493721	Helicobacter	209	488735	0.989901	Helicobacter pylori	210	430797	0.872552
HpGP-PER-114	494605	Helicobacter	209	489426	0.989529	Helicobacter pylori	210	429856	0.869089
HpGP-PER-115	488731	Helicobacter	209	483457	0.989209	Helicobacter pylori	210	426713	0.873104
HpGP-PER-116	498682	Helicobacter	209	492596	0.987796	Helicobacter pylori	210	432193	0.866671
HpGP-PER-117	505146	Helicobacter	209	500191	0.990191	Helicobacter pylori	210	437055	0.865205
HpGP-PER-119	496722	Helicobacter	209	491637	0.989763	Helicobacter pylori	210	432019	0.869740
HpGP-PER-121	484157	Helicobacter	209	479191	0.989743	Helicobacter pylori	210	423670	0.875067
HpGP-PER-124	490464	Helicobacter	209	485434	0.989744	Helicobacter pylori	210	429878	0.876472
HpGP-PER-130	494397	Helicobacter	209	488913	0.988908	Helicobacter pylori	210	429435	0.868604
HpGP-PER-136	496541	Helicobacter	209	490733	0.988303	Helicobacter pylori	210	431480	0.868972
HpGP-PER-138	496758	Helicobacter	209	491619	0.989655	Helicobacter pylori	210	432182	0.870005
HpGP-PER-140	484694	Helicobacter	209	479283	0.988836	Helicobacter pylori	210	423618	0.873991
HpGP-POL-001	477944	Helicobacter	209	472177	0.987934	Helicobacter pylori	210	416205	0.870824
HpGP-POL-002	479237	Helicobacter	209	474012	0.989097	Helicobacter pylori	210	416428	0.868940
HpGP-POL-003	465009	Helicobacter	209	459914	0.989043	Helicobacter pylori	210	402985	0.866618
HpGP-POL-004	468577	Helicobacter	209	462644	0.987338	Helicobacter pylori	210	406861	0.868291
HpGP-POL-005	485954	Helicobacter	209	480719	0.989227	Helicobacter pylori	210	419562	0.863378
HpGP-POL-006	460923	Helicobacter	209	456015	0.989352	Helicobacter pylori	210	400976	0.869941
HpGP-POL-007	493158	Helicobacter	209	487184	0.987886	Helicobacter pylori	210	428874	0.869648
HpGP-POL-008	463585	Helicobacter	209	457676	0.987254	Helicobacter pylori	210	402626	0.868505
HpGP-POL-009	489824	Helicobacter	209	482111	0.984254	Helicobacter pylori	210	422400	0.862351
HpGP-POL-010	480452	Helicobacter	209	474006	0.986583	Helicobacter pylori	210	411440	0.856360
HpGP-POL-101	461413	Helicobacter	209	456352	0.989032	Helicobacter pylori	210	399492	0.865801
HpGP-POL-102	486332	Helicobacter	209	480332	0.987663	Helicobacter pylori	210	422168	0.868065
HpGP-POL-103	480906	Helicobacter	209	474838	0.987382	Helicobacter pylori	210	418637	0.870517
HpGP-POL-104	489936	Helicobacter	209	484421	0.988743	Helicobacter pylori	210	428521	0.874647
HpGP-POL-105	460786	Helicobacter	209	455789	0.989155	Helicobacter pylori	210	400349	0.868839
HpGP-POL-106	461817	Helicobacter	209	456667	0.988848	Helicobacter pylori	210	399696	0.865486
HpGP-POL-107	488669	Helicobacter	209	483569	0.989563	Helicobacter pylori	210	421020	0.861565
HpGP-POL-108	461844	Helicobacter	209	456684	0.988827	Helicobacter pylori	210	399713	0.865472
HpGP-POL-109	477036	Helicobacter	209	471522	0.988441	Helicobacter pylori	210	413903	0.867656
HpGP-POL-110	465117	Helicobacter	209	459762	0.988487	Helicobacter pylori	210	402682	0.865765
HpGP-POR-001	479334	Helicobacter	209	474153	0.989191	Helicobacter pylori	210	418436	0.872953
HpGP-POR-002	479880	Helicobacter	209	474623	0.989045	Helicobacter pylori	210	417346	0.869688
HpGP-POR-003	473432	Helicobacter	209	468465	0.989509	Helicobacter pylori	210	412289	0.870852
HpGP-POR-004	474825	Helicobacter	209	469831	0.989482	Helicobacter pylori	210	413538	0.870927
HpGP-POR-005	501068	Helicobacter	209	494702	0.987295	Helicobacter pylori	210	435466	0.869076
HpGP-POR-006	476398	Helicobacter	209	471199	0.989087	Helicobacter pylori	210	416430	0.874122
HpGP-POR-007	471734	Helicobacter	209	466616	0.989151	Helicobacter pylori	210	410392	0.869965
HpGP-POR-008	466972	Helicobacter	209	461641	0.988584	Helicobacter pylori	210	405676	0.868737
HpGP-POR-009	466784	Helicobacter	209	461492	0.988663	Helicobacter pylori	210	405560	0.868839
HpGP-POR-010	476500	Helicobacter	209	470469	0.987343	Helicobacter pylori	210	414269	0.869400
HpGP-POR-011	488683	Helicobacter	209	483541	0.989478	Helicobacter pylori	210	424901	0.869482
HpGP-POR-012	489978	Helicobacter	209	484638	0.989102	Helicobacter pylori	210	423601	0.864531
HpGP-POR-013	481168	Helicobacter	209	474119	0.985350	Helicobacter pylori	210	416150	0.864875
HpGP-POR-015	493273	Helicobacter	209	485619	0.984483	Helicobacter pylori	210	428585	0.868860
HpGP-POR-018	475876	Helicobacter	209	470806	0.989346	Helicobacter pylori	210	414654	0.871349
HpGP-POR-101	491390	Helicobacter	209	486006	0.989043	Helicobacter pylori	210	423619	0.862083
HpGP-POR-102	478051	Helicobacter	209	471898	0.987129	Helicobacter pylori	210	416246	0.870715
HpGP-POR-103	495640	Helicobacter	209	490348	0.989323	Helicobacter pylori	210	427698	0.862921
HpGP-POR-104	486678	Helicobacter	209	480901	0.988130	Helicobacter pylori	210	422948	0.869051
HpGP-POR-105	478641	Helicobacter	209	472968	0.988148	Helicobacter pylori	210	412918	0.862688
HpGP-POR-106	489689	Helicobacter	209	483081	0.986506	Helicobacter pylori	210	422508	0.862809
HpGP-POR-107	470761	Helicobacter	209	465848	0.989564	Helicobacter pylori	210	409529	0.869930
HpGP-POR-108	476217	Helicobacter	209	470882	0.988797	Helicobacter pylori	210	412772	0.866773
HpGP-POR-109	471707	Helicobacter	209	465877	0.987641	Helicobacter pylori	210	409702	0.868552
HpGP-POR-110	507339	Helicobacter	209	501893	0.989266	Helicobacter pylori	210	439351	0.865991
HpGP-POR-111	493333	Helicobacter	209	486982	0.987126	Helicobacter pylori	210	424813	0.861108
HpGP-POR-112	491120	Helicobacter	209	485937	0.989447	Helicobacter pylori	210	426298	0.868012
HpGP-POR-113	489876	Helicobacter	209	484600	0.989230	Helicobacter pylori	210	426715	0.871067
HpGP-POR-114	485193	Helicobacter	209	480149	0.989604	Helicobacter pylori	210	423716	0.873294
HpGP-POR-115	496632	Helicobacter	209	491594	0.989856	Helicobacter pylori	210	432507	0.870880
HpGP-PRI-001	465596	Helicobacter	209	460074	0.988140	Helicobacter pylori	210	399909	0.858918
HpGP-PRI-002	478981	Helicobacter	209	472470	0.986407	Helicobacter pylori	210	415991	0.868492
HpGP-PRI-004	468948	Helicobacter	209	462513	0.986278	Helicobacter pylori	210	402087	0.857423
HpGP-PRI-005	479677	Helicobacter	209	474636	0.989491	Helicobacter pylori	210	417992	0.871403
HpGP-PRI-006	479664	Helicobacter	209	473667	0.987497	Helicobacter pylori	210	413256	0.861553
HpGP-PRI-007	482885	Helicobacter	209	474604	0.982851	Helicobacter pylori	210	413676	0.856676
HpGP-PRI-008	489534	Helicobacter	209	483722	0.988127	Helicobacter pylori	210	427284	0.872838
HpGP-RUS-001	486218	Helicobacter	209	480058	0.987331	Helicobacter pylori	210	421341	0.866568
HpGP-RUS-002	464979	Helicobacter	209	459776	0.988810	Helicobacter pylori	210	403893	0.868626
HpGP-RUS-003	486512	Helicobacter	209	481340	0.989369	Helicobacter pylori	210	421645	0.866669
HpGP-RUS-004	494876	Helicobacter	209	488570	0.987257	Helicobacter pylori	210	425341	0.859490
HpGP-RUS-006	488831	Helicobacter	209	483385	0.988859	Helicobacter pylori	210	420520	0.860256
HpGP-RUS-007	486964	Helicobacter	209	481779	0.989352	Helicobacter pylori	210	419653	0.861774
HpGP-RUS-008	475192	Helicobacter	209	470095	0.989274	Helicobacter pylori	210	413741	0.870682
HpGP-RUS-009	485372	Helicobacter	209	480328	0.989608	Helicobacter pylori	210	423375	0.872269
HpGP-RUS-010	493310	Helicobacter	209	487806	0.988843	Helicobacter pylori	210	424189	0.859883
HpGP-RUS-011	486668	Helicobacter	209	480659	0.987653	Helicobacter pylori	210	417771	0.858431
HpGP-SGP-002	481476	Helicobacter	209	476296	0.989241	Helicobacter pylori	210	419042	0.870328
HpGP-SGP-003	493588	Helicobacter	209	488328	0.989343	Helicobacter pylori	210	426368	0.863814
HpGP-SGP-004	487868	Helicobacter	209	482728	0.989464	Helicobacter pylori	210	420608	0.862135
HpGP-SGP-005	493912	Helicobacter	209	488743	0.989535	Helicobacter pylori	210	426366	0.863243
HpGP-SGP-006	486957	Helicobacter	209	481955	0.989728	Helicobacter pylori	210	419596	0.861670
HpGP-SGP-007	473487	Helicobacter	209	467808	0.988006	Helicobacter pylori	210	412367	0.870915
HpGP-SGP-008	484026	Helicobacter	209	478849	0.989304	Helicobacter pylori	210	422886	0.873684
HpGP-SGP-009	491826	Helicobacter	209	486632	0.989439	Helicobacter pylori	210	424983	0.864092
HpGP-SGP-012	484089	Helicobacter	209	478877	0.989233	Helicobacter pylori	210	417789	0.863042
HpGP-SGP-013	468460	Helicobacter	209	463385	0.989167	Helicobacter pylori	210	408202	0.871370
HpGP-SGP-014	483854	Helicobacter	209	478347	0.988618	Helicobacter pylori	210	418826	0.865604
HpGP-SGP-015	506583	Helicobacter	209	499171	0.985369	Helicobacter pylori	210	437038	0.862717
HpGP-SGP-017	499811	Helicobacter	209	493397	0.987167	Helicobacter pylori	210	431011	0.862348
HpGP-SGP-018	485060	Helicobacter	209	476691	0.982746	Helicobacter pylori	210	420553	0.867012
HpGP-SGP-019	480079	Helicobacter	209	474916	0.989246	Helicobacter pylori	210	415003	0.864447
HpGP-SGP-024	473654	Helicobacter	209	468323	0.988745	Helicobacter pylori	210	413186	0.872337
HpGP-SGP-026	493158	Helicobacter	209	487990	0.989521	Helicobacter pylori	210	424315	0.860404
HpGP-SGP-032	499598	Helicobacter	209	493285	0.987364	Helicobacter pylori	210	430761	0.862215
HpGP-SGP-033	489018	Helicobacter	209	483245	0.988195	Helicobacter pylori	210	421320	0.861563
HpGP-SGP-036	486587	Helicobacter	209	481417	0.989375	Helicobacter pylori	210	418258	0.859575
HpGP-SGP-038	497899	Helicobacter	209	492641	0.989440	Helicobacter pylori	210	433216	0.870088
HpGP-SPA-001	480697	Helicobacter	209	475583	0.989361	Helicobacter pylori	210	419512	0.872716
HpGP-SPA-002	472600	Helicobacter	209	467261	0.988703	Helicobacter pylori	210	410981	0.869617
HpGP-SPA-003	468901	Helicobacter	209	463279	0.988010	Helicobacter pylori	210	407754	0.869595
HpGP-SPA-004	499505	Helicobacter	209	494312	0.989604	Helicobacter pylori	210	433222	0.867303
HpGP-SPA-005	467842	Helicobacter	209	462425	0.988421	Helicobacter pylori	210	404146	0.863851
HpGP-SPA-006	474253	Helicobacter	209	469216	0.989379	Helicobacter pylori	210	412611	0.870023
HpGP-SPA-007	476283	Helicobacter	209	470738	0.988358	Helicobacter pylori	210	412000	0.865032
HpGP-SPA-008	489697	Helicobacter	209	483669	0.987690	Helicobacter pylori	210	422907	0.863610
HpGP-SPA-009	475447	Helicobacter	209	470200	0.988964	Helicobacter pylori	210	413881	0.870509
HpGP-SPA-010	491616	Helicobacter	209	486149	0.988880	Helicobacter pylori	210	425372	0.865253
HpGP-SPA-011	483984	Helicobacter	209	478946	0.989591	Helicobacter pylori	210	419998	0.867793
HpGP-SPA-012	471553	Helicobacter	209	466598	0.989492	Helicobacter pylori	210	410793	0.871149
HpGP-SPA-013	476529	Helicobacter	209	471558	0.989568	Helicobacter pylori	210	415184	0.871267
HpGP-SPA-014	474564	Helicobacter	209	469608	0.989557	Helicobacter pylori	210	413378	0.871069
HpGP-SPA-015	488131	Helicobacter	209	483011	0.989511	Helicobacter pylori	210	425426	0.871541
HpGP-SPA-016	483749	Helicobacter	209	478677	0.989515	Helicobacter pylori	210	421277	0.870859
HpGP-SPA-017	493505	Helicobacter	209	487571	0.987976	Helicobacter pylori	210	429253	0.869805
HpGP-SPA-018	501482	Helicobacter	209	496248	0.989563	Helicobacter pylori	210	435267	0.867961
HpGP-SPA-019	498275	Helicobacter	209	492685	0.988781	Helicobacter pylori	210	435846	0.874710
HpGP-SPA-020	493253	Helicobacter	209	487006	0.987335	Helicobacter pylori	210	428425	0.868570
HpGP-SPA-101	494171	Helicobacter	209	487316	0.986128	Helicobacter pylori	210	421260	0.852458
HpGP-SPA-102	477649	Helicobacter	209	472429	0.989071	Helicobacter pylori	210	412523	0.863653
HpGP-SPA-103	466000	Helicobacter	209	460225	0.987607	Helicobacter pylori	210	403602	0.866099
HpGP-SPA-104	481482	Helicobacter	209	476561	0.989779	Helicobacter pylori	210	415143	0.862219
HpGP-SPA-105	464845	Helicobacter	209	459955	0.989480	Helicobacter pylori	210	404496	0.870174
HpGP-SPA-107	487947	Helicobacter	209	482918	0.989694	Helicobacter pylori	210	419863	0.860468
HpGP-SPA-108	476067	Helicobacter	209	470055	0.987372	Helicobacter pylori	210	413198	0.867941
HpGP-SPA-110	462398	Helicobacter	209	457310	0.988996	Helicobacter pylori	210	402058	0.869506
HpGP-SPA-111	463814	Helicobacter	209	458786	0.989159	Helicobacter pylori	210	402339	0.867458
HpGP-SPA-201	495725	Helicobacter	209	490203	0.988861	Helicobacter pylori	210	429321	0.866047
HpGP-SPA-202	497561	Helicobacter	209	492453	0.989734	Helicobacter pylori	210	433703	0.871658
HpGP-SPA-203	477967	Helicobacter	209	472473	0.988505	Helicobacter pylori	210	412301	0.862614
HpGP-SPA-204	474212	Helicobacter	209	469209	0.989450	Helicobacter pylori	210	412761	0.870414
HpGP-SPA-205	466334	Helicobacter	209	460522	0.987537	Helicobacter pylori	210	404629	0.867681
HpGP-SPA-206	465933	Helicobacter	209	459821	0.986882	Helicobacter pylori	210	404009	0.867097
HpGP-SPA-207	488340	Helicobacter	209	483221	0.989518	Helicobacter pylori	210	424332	0.868927
HpGP-SPA-209	478333	Helicobacter	209	473122	0.989106	Helicobacter pylori	210	413136	0.863700
HpGP-SPA-210	470404	Helicobacter	209	464382	0.987198	Helicobacter pylori	210	408774	0.868985
HpGP-SPA-301	484897	Helicobacter	209	478917	0.987667	Helicobacter pylori	210	419395	0.864916
HpGP-SPA-302	479211	Helicobacter	209	471830	0.984598	Helicobacter pylori	210	415976	0.868044
HpGP-SPA-303	478056	Helicobacter	209	473033	0.989493	Helicobacter pylori	210	413254	0.864447
HpGP-SPA-304	477406	Helicobacter	209	471832	0.988324	Helicobacter pylori	210	415375	0.870067
HpGP-SPA-305	493624	Helicobacter	209	488294	0.989202	Helicobacter pylori	210	429766	0.870634
HpGP-SPA-306	486559	Helicobacter	209	478369	0.983168	Helicobacter pylori	210	418956	0.861059
HpGP-SPA-307	465622	Helicobacter	209	459373	0.986579	Helicobacter pylori	210	403226	0.865994
HpGP-SPA-308	470055	Helicobacter	209	465083	0.989423	Helicobacter pylori	210	409242	0.870626
HpGP-SPA-309	492962	Helicobacter	209	487412	0.988742	Helicobacter pylori	210	428890	0.870026
HpGP-SPA-310	466537	Helicobacter	209	460640	0.987360	Helicobacter pylori	210	404208	0.866401
HpGP-SPA-311	478558	Helicobacter	209	473330	0.989076	Helicobacter pylori	210	417552	0.872521
HpGP-SPA-312	495673	Helicobacter	209	490622	0.989810	Helicobacter pylori	210	428830	0.865147
HpGP-SPA-313	509369	Helicobacter	209	504079	0.989615	Helicobacter pylori	210	439316	0.862471
HpGP-SPA-314	494575	Helicobacter	209	489265	0.989264	Helicobacter pylori	210	430909	0.871271
HpGP-SPA-315	484831	Helicobacter	209	479734	0.989487	Helicobacter pylori	210	421985	0.870375
HpGP-SPA-316	480367	Helicobacter	209	474517	0.987822	Helicobacter pylori	210	416391	0.866818
HpGP-SPA-317	486068	Helicobacter	209	480518	0.988582	Helicobacter pylori	210	425276	0.874931
HpGP-SPA-318	498233	Helicobacter	209	493165	0.989828	Helicobacter pylori	210	431536	0.866133
HpGP-SPA-319	507653	Helicobacter	209	501768	0.988407	Helicobacter pylori	210	439991	0.866716
HpGP-SPA-320	506639	Helicobacter	209	500871	0.988615	Helicobacter pylori	210	438324	0.865160
HpGP-SPA-321	493385	Helicobacter	209	487348	0.987764	Helicobacter pylori	210	426974	0.865397
HpGP-SPA-322	483576	Helicobacter	209	477409	0.987247	Helicobacter pylori	210	418159	0.864722
HpGP-SPA-323	494992	Helicobacter	209	489516	0.988937	Helicobacter pylori	210	433683	0.876141
HpGP-SPA-324	468791	Helicobacter	209	463346	0.988385	Helicobacter pylori	210	407460	0.869172
HpGP-SPA-325	495741	Helicobacter	209	490398	0.989222	Helicobacter pylori	210	429531	0.866442
HpGP-SPA-401	474698	Helicobacter	209	469409	0.988858	Helicobacter pylori	210	411821	0.867543
HpGP-SPA-402	488715	Helicobacter	209	483437	0.989200	Helicobacter pylori	210	421698	0.862871
HpGP-SPA-403	490356	Helicobacter	209	485234	0.989555	Helicobacter pylori	210	425556	0.867851
HpGP-SPA-404	480426	Helicobacter	209	475069	0.988849	Helicobacter pylori	210	418074	0.870215
HpGP-SPA-405	502706	Helicobacter	209	497767	0.990175	Helicobacter pylori	210	438177	0.871637
HpGP-SPA-406	480895	Helicobacter	209	475624	0.989039	Helicobacter pylori	210	419741	0.872833
HpGP-SPA-407	485264	Helicobacter	209	479196	0.987495	Helicobacter pylori	210	422289	0.870225
HpGP-SPA-409	478790	Helicobacter	209	473316	0.988567	Helicobacter pylori	210	418006	0.873047
HpGP-SPA-413	491816	Helicobacter	209	486341	0.988868	Helicobacter pylori	210	426073	0.866326
HpGP-SPA-414	466399	Helicobacter	209	460251	0.986818	Helicobacter pylori	210	405272	0.868938
HpGP-SPA-501	475514	Helicobacter	209	469800	0.987984	Helicobacter pylori	210	412895	0.868313
HpGP-SPA-502	464651	Helicobacter	209	459667	0.989274	Helicobacter pylori	210	403854	0.869156
HpGP-SPA-503	482083	Helicobacter	209	477072	0.989606	Helicobacter pylori	210	421086	0.873472
HpGP-SPA-504	485691	Helicobacter	209	480762	0.989852	Helicobacter pylori	210	419853	0.864445
HpGP-SPA-505	477892	Helicobacter	209	472018	0.987709	Helicobacter pylori	210	413561	0.865386
HpGP-SPA-506	474449	Helicobacter	209	469291	0.989128	Helicobacter pylori	210	413275	0.871063
HpGP-SPA-507	484165	Helicobacter	209	479089	0.989516	Helicobacter pylori	210	418479	0.864331
HpGP-SPA-508	481767	Helicobacter	209	476733	0.989551	Helicobacter pylori	210	414914	0.861234
HpGP-SPA-509	487537	Helicobacter	209	482189	0.989031	Helicobacter pylori	210	418919	0.859256
HpGP-SPA-510	476769	Helicobacter	209	471359	0.988653	Helicobacter pylori	210	415086	0.870623
HpGP-SPA-601	489116	Helicobacter	209	483225	0.987956	Helicobacter pylori	210	423722	0.866302
HpGP-SPA-604	467406	Helicobacter	209	461933	0.988291	Helicobacter pylori	210	406061	0.868754
HpGP-SPA-606	496322	Helicobacter	209	490508	0.988286	Helicobacter pylori	210	429368	0.865100
HpGP-SPA-607	496257	Helicobacter	209	488325	0.984016	Helicobacter pylori	210	424604	0.855613
